floor_idx,point_idx,x_mm,y_mm,r_mm,t_mm
1.0,16.0,401.7582702636719,-17.19542694091797,0.0,0.0
1.0,17.0,420.7711181640625,-17.911415100097656,0.0,0.0
1.0,18.0,447.0394592285156,-18.0,0.0,0.0
1.0,19.0,465.3947448730469,-18.0,0.0,0.0
1.0,20.0,483.75,-18.0,0.0,0.0
2.0,1.0,150.0,-18.0,0.0,0.0
2.0,2.0,167.76315307617188,-18.0,0.0,0.0
2.0,3.0,185.5263214111328,-18.0,0.0,0.0
2.0,4.0,214.9588165283203,-22.447473526000977,0.0,0.0
2.0,5.0,232.827392578125,-20.520265579223633,0.0,0.0
2.0,6.0,252.0844268798828,-2.4642441272735596,0.0,0.0
2.0,7.0,274.3143310546875,31.28070068359375,0.0,0.0
2.0,8.0,286.6539611816406,43.31071472167969,0.0,0.0
2.0,9.0,296.0368347167969,37.75819396972656,0.0,0.0
2.0,10.0,309.6182556152344,37.35137176513672,0.0,0.0
2.0,11.0,324.88360595703125,36.944252014160156,0.0,0.0
2.0,12.0,339.88751220703125,36.92142105102539,0.0,0.0
2.0,13.0,356.18780517578125,37.292755126953125,0.0,0.0
2.0,14.0,374.06201171875,25.72983741760254,0.0,0.0
2.0,15.0,391.5127258300781,0.00404459610581398,0.0,0.0
2.0,16.0,408.81866455078125,-17.07468032836914,0.0,0.0
2.0,17.0,427.3323974609375,-17.843276977539062,0.0,0.0
2.0,18.0,451.97369384765625,-18.0,0.0,0.0
2.0,19.0,469.7368469238281,-18.0,0.0,0.0
2.0,20.0,487.5,-18.0,0.0,0.0
3.0,1.0,165.0,-18.0,0.0,0.0
3.0,2.0,182.17105102539062,-18.0,0.0,0.0
3.0,3.0,199.34210205078125,-18.0,0.0,0.0
3.0,4.0,227.41448974609375,-21.724563598632812,0.0,0.0
3.0,5.0,244.565673828125,-19.5481014251709,0.0,0.0
3.0,6.0,262.7866516113281,-2.5798535346984863,0.0,0.0
3.0,7.0,283.93377685546875,30.35294532775879,0.0,0.0
3.0,8.0,296.64239501953125,42.62617492675781,0.0,0.0
3.0,9.0,306.03607177734375,37.66245651245117,0.0,0.0
3.0,10.0,319.6070556640625,37.290428161621094,0.0,0.0
3.0,11.0,334.5007629394531,37.00877380371094,0.0,0.0
3.0,12.0,349.2352600097656,36.93486022949219,0.0,0.0
3.0,13.0,365.07147216796875,37.33012008666992,0.0,0.0
3.0,14.0,382.697509765625,25.531719207763672,0.0,0.0
3.0,15.0,399.4951171875,0.028089290484786034,0.0,0.0
3.0,16.0,416.252197265625,-16.991403579711914,0.0,0.0
3.0,17.0,433.87908935546875,-17.775842666625977,0.0,0.0
3.0,18.0,456.90789794921875,-18.0,0.0,0.0
3.0,19.0,474.0789489746094,-18.0,0.0,0.0
3.0,20.0,491.25,-18.0,0.0,0.0
4.0,1.0,180.0,-18.0,0.0,0.0
4.0,2.0,196.57894897460938,-18.0,0.0,0.0
4.0,3.0,213.15789794921875,-18.0,0.0,0.0
4.0,4.0,239.8616180419922,-20.825050354003906,0.0,0.0
4.0,5.0,256.2453308105469,-18.810619354248047,0.0,0.0
4.0,6.0,273.45220947265625,-2.6276042461395264,0.0,0.0
4.0,7.0,293.5835266113281,29.437135696411133,0.0,0.0
4.0,8.0,306.77740478515625,42.05175018310547,0.0,0.0
4.0,9.0,316.1177673339844,37.61737060546875,0.0,0.0
4.0,10.0,329.6350402832031,37.33894348144531,0.0,0.0
4.0,11.0,344.341796875,37.11775588989258,0.0,0.0
4.0,12.0,358.61907958984375,36.96622848510742,0.0,0.0
4.0,13.0,374.1297302246094,37.385929107666016,0.0,0.0
4.0,14.0,391.1708984375,25.448965072631836,0.0,0.0
4.0,15.0,407.36956787109375,0.136834055185318,0.0,0.0
4.0,16.0,423.6840515136719,-16.892078399658203,0.0,0.0
4.0,17.0,440.56817626953125,-17.69182014465332,0.0,0.0
4.0,18.0,461.84210205078125,-18.0,0.0,0.0
4.0,19.0,478.4210510253906,-18.0,0.0,0.0
4.0,20.0,495.0,-18.0,0.0,0.0
5.0,1.0,195.0,-18.0,0.0,0.0
5.0,2.0,210.98684692382812,-18.0,0.0,0.0
5.0,3.0,226.9736785888672,-18.0,0.0,0.0
5.0,4.0,252.26608276367188,-20.056909561157227,0.0,0.0
5.0,5.0,267.92498779296875,-18.323671340942383,0.0,0.0
5.0,6.0,284.1700439453125,-2.613986015319824,0.0,0.0
5.0,7.0,303.3379821777344,28.545957565307617,0.0,0.0
5.0,8.0,317.00579833984375,41.57489013671875,0.0,0.0
5.0,9.0,326.4169921875,37.62269592285156,0.0,0.0
5.0,10.0,339.6876525878906,37.44398498535156,0.0,0.0
5.0,11.0,354.1319885253906,37.24271011352539,0.0,0.0
5.0,12.0,368.14404296875,37.01905059814453,0.0,0.0
5.0,13.0,383.13775634765625,37.51078796386719,0.0,0.0
5.0,14.0,399.5458679199219,25.443750381469727,0.0,0.0
5.0,15.0,415.2037353515625,0.3392108380794525,0.0,0.0
5.0,16.0,430.9376525878906,-16.793697357177734,0.0,0.0
5.0,17.0,447.0732727050781,-17.51634979248047,0.0,0.0
5.0,18.0,466.77630615234375,-18.0,0.0,0.0
5.0,19.0,482.7631530761719,-18.0,0.0,0.0
